No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
342.01,2012.95,24.86,626.49,4.6,24.96,121.53,23.33
360.9,2013.29,9.26,1181.12,7.85,24.98,121.52,46.6
249.76,2012.91,10.76,643.77,2.16,24.97,121.53,23.11
231.42,2013.13,18.54,756.97,2.95,24.98,121.53,40.2
414.0,2013.58,5.96,1183.46,1.49,24.99,121.52,39.73
330.15,2012.69,16.39,2482.78,4.36,24.96,121.52,39.22
146.75,2013.18,15.03,2181.91,0.0,24.96,121.52,28.88
63.72,2013.57,17.57,2479.09,0.0,24.97,121.52,41.64
168.25,2013.01,12.59,1002.88,0.38,24.96,121.53,37.9
352.39,2012.75,8.03,2585.31,2.1,24.96,121.52,24.93
205.99,2013.43,36.07,865.47,1.86,24.98,121.56,43.7
366.79,2012.67,0.0,277.67,6.11,24.98,121.54,46.03
1.0,2012.67,40.2,23.38,7.51,25.0,121.55,65.76
104.4,2013.19,9.03,1834.42,2.75,24.96,121.53,35.79
222.1,2012.77,32.73,23.38,7.42,25.0,121.56,55.46
96.58,2013.41,29.03,23.38,4.73,24.98,121.56,42.94
170.21,2012.94,31.93,324.74,4.65,24.97,121.53,29.9
258.64,2013.11,13.7,1241.97,3.33,24.96,121.54,33.27
1.0,2012.91,34.06,23.38,8.65,24.97,121.54,48.79
175.12,2012.94,15.73,233.67,6.11,24.97,121.54,22.26
223.34,2012.67,17.95,850.06,2.41,24.97,121.55,41.19
1.0,2013.24,19.12,971.94,0.0,24.96,121.52,22.66
232.53,2013.52,28.38,605.44,6.91,24.98,121.54,45.19
393.23,2012.99,9.59,1379.16,7.38,24.98,121.53,30.47
154.63,2013.15,25.93,3194.76,0.0,24.97,121.52,18.79
376.41,2012.83,22.7,1297.9,6.03,24.98,121.52,41.74
247.13,2013.04,4.28,23.38,0.95,24.98,121.55,55.07
225.47,2013.48,5.7,1252.44,4.93,24.95,121.54,33.85
414.0,2012.76,0.51,23.38,4.02,24.97,121.55,30.48
240.71,2012.88,13.51,2243.9,3.7,24.96,121.53,28.58
314.12,2013.02,17.38,1761.16,0.7,24.96,121.52,33.04
138.55,2013.33,24.49,2838.47,5.05,24.96,121.52,35.42
144.01,2013.58,16.3,1155.27,3.49,24.96,121.54,33.57
137.64,2012.69,0.0,23.38,6.01,24.98,121.55,50.02
244.69,2013.12,20.61,309.72,4.62,24.97,121.53,39.64
383.57,2013.11,39.1,2282.38,4.23,24.96,121.54,7.6
115.91,2013.17,36.6,1767.27,6.35,24.96,121.53,49.34
138.26,2013.25,21.5,1064.53,2.3,24.98,121.54,46.84
314.01,2013.49,10.63,524.45,6.48,24.98,121.53,27.14
84.09,2013.19,15.35,239.15,2.32,24.99,121.54,26.88
170.39,2013.32,0.0,2020.42,1.68,24.97,121.53,27.9
187.86,2013.44,21.11,3624.95,3.31,24.97,121.51,15.56
144.97,2013.34,1.99,23.38,3.39,24.96,121.54,50.27
238.01,2012.67,1.19,676.7,3.4,24.96,121.53,45.31
175.24,2012.86,0.0,1155.85,2.64,24.97,121.54,43.78
414.0,2013.27,0.83,23.38,7.48,24.98,121.54,68.33
275.84,2012.69,18.08,2169.96,2.83,24.96,121.51,26.5
66.08,2013.42,22.79,1920.42,3.16,24.96,121.52,43.66
202.84,2012.67,6.67,2646.65,0.07,24.97,121.53,15.71
160.62,2013.5,1.52,2034.65,2.74,24.96,121.53,34.52
138.01,2013.03,0.0,351.18,7.73,24.99,121.54,51.27
205.93,2012.99,22.61,914.66,3.97,24.96,121.54,29.13
250.94,2012.95,1.95,1995.77,2.86,24.96,121.54,45.52
58.82,2012.95,10.98,23.38,6.03,24.98,121.53,29.39
59.52,2013.34,5.41,3685.56,0.0,24.95,121.51,22.0
261.96,2012.7,5.7,869.14,3.52,24.96,121.54,36.57
414.0,2012.94,18.37,179.46,1.99,24.96,121.53,44.24
135.9,2012.92,25.24,2624.92,3.51,24.97,121.5,32.87
342.34,2013.25,24.3,467.18,5.6,24.98,121.55,56.36
270.54,2012.78,43.63,1732.29,5.31,24.99,121.52,47.29
152.39,2012.77,26.59,323.69,3.12,24.97,121.54,35.07
307.85,2013.32,17.77,23.38,3.26,24.99,121.54,41.48
296.9,2013.13,38.17,1056.86,1.41,24.96,121.53,15.36
273.42,2013.57,14.98,23.38,7.29,24.99,121.55,66.83
70.83,2012.85,29.18,23.38,7.12,24.97,121.56,54.82
123.89,2013.16,17.99,1625.02,5.52,24.97,121.55,38.21
98.69,2012.67,43.8,1634.67,2.46,24.97,121.53,26.86
43.34,2013.45,28.66,852.85,6.11,24.97,121.52,42.17
237.24,2013.24,28.36,1491.76,2.75,24.95,121.51,45.08
296.9,2013.48,16.35,1460.97,2.3,24.97,121.53,23.32
75.15,2012.89,17.07,3447.94,0.0,24.96,121.51,8.68
85.35,2013.05,23.23,271.51,7.68,25.0,121.54,45.14
38.47,2013.03,16.79,1114.21,6.12,24.96,121.53,34.33
1.0,2013.3,11.49,2582.12,1.54,24.96,121.52,29.76
49.53,2013.13,23.2,1296.19,0.0,24.95,121.55,22.08
208.14,2013.03,30.89,2720.81,0.19,24.96,121.52,23.57
318.51,2012.76,2.28,589.68,2.53,24.98,121.54,54.31
209.72,2012.79,25.46,1593.38,5.59,24.96,121.53,25.69
238.03,2013.56,14.03,1441.52,2.11,24.96,121.52,42.85
290.22,2012.99,11.03,23.38,4.99,24.98,121.53,48.84
235.6,2013.34,1.6,1601.09,2.24,24.97,121.52,23.95
109.68,2013.07,23.37,23.38,7.26,24.99,121.56,55.59
237.68,2012.84,7.1,1731.53,4.85,24.96,121.52,33.1
1.0,2013.28,22.5,1547.17,3.84,24.98,121.54,36.77
336.9,2013.1,0.0,23.38,4.91,24.97,121.54,40.2
180.47,2012.85,5.07,23.38,5.08,24.95,121.55,49.17
414.0,2012.79,4.91,258.6,4.43,24.98,121.52,35.85
116.1,2013.5,25.43,3153.68,3.05,24.98,121.5,36.01
141.23,2013.02,9.24,1239.21,3.95,24.96,121.55,24.37
212.97,2013.18,25.18,311.79,8.77,24.96,121.54,45.81
381.79,2012.79,24.05,1188.18,3.7,24.95,121.54,40.26
127.48,2013.41,19.34,881.73,5.75,24.98,121.53,46.87
211.72,2013.58,32.73,3483.46,5.79,24.96,121.5,27.14
103.0,2012.87,21.98,23.38,3.21,24.98,121.56,48.95
297.12,2013.12,23.76,23.38,8.91,24.99,121.56,63.47
154.28,2013.06,22.31,1296.55,2.77,24.97,121.53,18.76
171.57,2013.11,22.56,2286.76,4.57,24.96,121.52,22.44
414.0,2013.39,22.19,921.91,3.7,24.98,121.53,33.92
154.72,2012.82,16.11,2307.25,3.54,24.97,121.52,11.34
235.12,2012.94,13.78,2841.37,1.74,24.97,121.52,24.96
404.21,2013.23,1.29,2730.35,3.34,24.95,121.52,23.1
114.65,2013.17,0.0,694.98,5.02,24.96,121.55,39.0
12.66,2013.12,34.18,2301.36,2.83,24.95,121.52,26.44
210.0,2013.18,11.88,485.88,5.97,24.97,121.54,45.75
16.67,2013.28,13.94,757.06,3.43,24.98,121.53,47.22
154.17,2013.14,39.39,948.38,7.61,24.98,121.51,37.34
146.56,2013.33,39.2,1889.04,4.9,24.97,121.53,24.65
121.25,2013.35,27.47,23.38,2.73,24.96,121.57,48.05
1.0,2013.18,28.98,2473.03,2.72,24.99,121.52,17.01
151.12,2013.28,6.33,1404.11,3.07,24.97,121.53,42.28
250.7,2013.18,14.11,1868.45,0.56,24.94,121.53,34.97
287.14,2012.67,16.51,23.38,9.21,24.98,121.54,31.19
173.39,2013.11,9.35,1014.55,2.55,24.97,121.54,37.2
72.31,2013.26,26.27,837.91,5.47,24.98,121.54,66.79
92.28,2013.53,24.3,2502.44,3.87,24.95,121.52,19.84
144.52,2013.04,8.16,2286.76,3.55,24.96,121.51,30.18
120.75,2013.38,9.52,2584.28,1.29,24.96,121.53,21.56
225.92,2013.07,26.96,231.74,9.59,24.98,121.55,40.94
94.29,2013.44,38.44,1915.75,5.05,24.97,121.52,27.62
414.0,2013.11,16.36,750.44,5.38,24.99,121.54,52.98
190.38,2013.21,0.0,23.38,8.28,25.0,121.57,68.07
146.11,2013.19,0.0,1684.92,0.39,24.97,121.54,19.79
257.6,2012.8,21.95,207.11,6.92,24.97,121.54,39.41
189.51,2013.29,13.32,670.11,6.94,24.97,121.55,52.95
103.65,2013.19,14.33,482.71,3.0,24.98,121.54,43.18
276.8,2012.85,43.46,1418.77,0.2,24.97,121.52,20.62
183.76,2012.83,25.76,1195.74,2.75,24.97,121.54,35.77
135.68,2013.58,43.8,1084.52,6.95,24.97,121.54,46.3
34.45,2013.47,13.35,511.61,3.42,24.98,121.54,42.83
334.61,2013.33,29.58,1930.14,1.14,24.95,121.52,14.97
12.88,2012.94,24.13,23.38,6.4,24.97,121.55,38.93
327.36,2013.45,12.19,1135.75,4.98,24.95,121.55,45.79
109.69,2013.06,20.18,4128.77,0.02,24.94,121.5,18.16
120.4,2013.02,13.63,1986.69,1.43,24.96,121.53,34.62
22.08,2013.21,38.21,1212.22,4.63,24.97,121.53,41.0
29.66,2013.58,38.7,801.92,5.23,24.96,121.52,36.66
179.9,2013.25,33.74,1110.18,5.2,24.98,121.52,34.33
179.77,2013.37,6.95,23.38,1.76,24.97,121.56,43.12
152.09,2013.13,7.99,788.51,5.45,24.95,121.53,47.33
188.02,2013.26,0.0,23.38,7.67,24.97,121.54,65.92
27.68,2012.96,33.56,23.38,9.07,24.97,121.57,51.72
367.31,2013.2,19.09,3639.04,0.03,24.95,121.51,25.09
227.44,2013.12,16.95,3361.31,4.12,24.97,121.5,35.74
208.07,2013.22,27.64,688.67,2.04,24.96,121.54,28.24
216.13,2013.37,0.0,532.83,6.16,24.98,121.54,57.46
50.5,2012.93,6.15,264.21,10.0,24.97,121.54,58.13
103.9,2013.33,26.4,23.38,6.86,24.97,121.56,43.02
137.47,2013.24,5.32,1217.63,1.89,24.97,121.55,62.43
97.47,2013.08,11.87,844.97,6.48,24.95,121.54,27.56
256.39,2012.99,43.71,2203.16,1.0,24.98,121.52,11.21
63.7,2013.15,35.08,1942.11,3.56,24.97,121.53,18.23
204.58,2013.49,34.04,231.07,4.5,24.98,121.53,45.51
291.44,2013.05,9.37,23.38,9.09,24.99,121.55,68.65
38.25,2013.37,0.0,329.58,4.53,24.96,121.54,48.07
39.19,2013.54,19.03,1611.85,2.4,24.97,121.53,50.77
1.0,2013.0,14.14,3602.2,0.0,24.94,121.5,26.75
147.55,2013.32,9.13,1374.19,1.63,24.97,121.54,37.4
113.5,2012.91,5.3,1638.4,2.12,24.95,121.54,24.56
104.77,2013.27,21.48,1961.59,6.28,24.97,121.52,30.4
200.76,2013.07,21.06,1715.81,2.19,24.97,121.53,38.63
79.8,2013.27,26.66,23.38,7.06,24.99,121.55,61.87
369.79,2013.11,3.63,1946.88,3.58,24.95,121.53,36.85
370.98,2012.67,27.15,23.38,6.13,24.98,121.56,28.18
61.5,2013.03,22.12,23.38,6.21,24.98,121.53,52.05
366.73,2013.37,20.03,629.99,6.51,24.97,121.54,35.74
298.24,2012.89,24.36,1125.43,2.72,24.96,121.55,43.0
287.79,2013.46,24.84,23.38,9.88,24.99,121.55,61.72
187.54,2012.77,24.65,172.93,1.83,24.96,121.54,43.49
343.48,2013.34,1.55,2108.09,3.97,24.97,121.52,23.35
165.91,2012.91,20.49,1779.95,1.93,24.97,121.53,45.96
148.48,2013.24,11.96,23.38,4.49,24.99,121.56,56.68
228.42,2012.94,17.1,1054.22,4.74,24.97,121.55,42.37
39.32,2013.07,28.66,3291.74,1.45,24.96,121.51,8.88
291.45,2013.35,30.69,94.79,6.12,24.98,121.53,45.17
179.78,2012.92,10.21,351.76,4.67,24.98,121.55,43.09
99.92,2013.22,26.03,2180.68,0.96,24.96,121.5,25.33
373.99,2012.69,10.33,92.07,5.39,24.96,121.54,40.9
2.81,2013.0,1.32,319.11,7.38,24.97,121.54,63.17
414.0,2012.76,20.45,1116.26,5.56,24.96,121.53,41.84
241.41,2012.87,7.79,731.87,3.16,24.97,121.54,43.05
307.96,2013.48,0.0,23.38,8.4,24.98,121.54,56.99
237.09,2013.58,17.49,1776.65,2.64,24.97,121.53,29.51
1.0,2013.08,16.68,1304.6,2.23,24.97,121.53,42.87
339.48,2013.48,17.55,3679.71,0.0,24.95,121.51,28.8
96.02,2013.5,30.85,2315.27,3.76,24.96,121.52,20.84
151.75,2012.67,35.59,4146.56,0.0,24.95,121.53,11.47
157.8,2013.14,24.54,3445.12,6.07,24.95,121.5,10.82
198.9,2013.22,25.67,23.38,7.54,24.96,121.55,39.17
234.23,2013.24,24.48,2167.46,4.37,24.99,121.52,41.25
85.75,2013.0,7.13,2931.6,0.0,24.95,121.51,13.54
280.58,2013.16,32.31,2467.79,3.85,24.97,121.52,20.41
200.73,2013.21,19.82,1030.0,7.41,24.99,121.53,60.98
136.49,2013.22,29.65,23.38,9.69,24.99,121.57,60.33
53.55,2013.25,17.24,2215.98,4.02,24.97,121.51,43.32
198.82,2012.86,5.82,157.21,2.76,24.96,121.53,36.75
309.81,2013.27,0.0,1601.21,3.94,24.97,121.52,37.52
169.87,2012.88,0.0,1332.87,2.74,24.95,121.53,39.27
230.66,2013.41,29.96,3367.46,3.67,24.96,121.52,20.54
99.45,2012.79,20.08,1103.33,1.66,24.95,121.53,20.88
102.75,2013.36,13.18,23.38,8.27,24.99,121.55,45.14
370.37,2013.04,14.62,1668.82,3.06,24.96,121.53,48.07
271.64,2013.58,37.51,1412.73,4.23,24.97,121.53,43.78
242.49,2013.03,17.67,1941.03,1.5,24.97,121.53,23.92
133.0,2013.2,29.81,2038.91,2.92,24.96,121.51,26.59
362.66,2012.8,4.73,2449.35,0.28,24.97,121.5,21.37
82.05,2012.74,16.54,1398.39,4.49,24.95,121.52,36.94
374.2,2013.0,23.78,1715.11,3.45,24.97,121.53,51.22
264.74,2013.09,21.98,3550.18,0.0,24.95,121.5,7.6
266.69,2013.31,0.0,146.83,2.99,24.99,121.54,39.8
167.04,2013.01,0.0,660.88,3.34,24.97,121.53,44.92
247.19,2013.22,19.99,23.38,8.66,25.0,121.54,71.44
226.33,2013.37,20.49,496.03,4.83,24.96,121.54,45.17
302.73,2012.97,11.46,1878.62,3.0,24.96,121.52,42.5
231.89,2013.58,23.21,432.16,5.95,24.97,121.54,46.94
236.79,2013.3,15.93,760.56,2.21,24.96,121.55,36.29
250.47,2013.13,31.61,469.07,6.86,24.98,121.54,47.06
319.09,2013.58,21.73,562.82,4.17,24.97,121.54,47.66
1.0,2013.58,20.02,1315.57,4.99,24.98,121.54,47.62
271.78,2013.28,22.2,2239.32,0.0,24.98,121.51,33.7
162.69,2013.03,23.25,1692.38,5.46,24.98,121.54,50.99
3.7,2013.3,5.87,1017.55,2.42,24.96,121.55,48.12
237.74,2012.74,22.18,3056.47,0.0,24.98,121.5,24.55
388.52,2013.52,7.7,1457.36,4.13,24.97,121.54,53.07
272.96,2013.02,18.85,316.69,6.84,24.98,121.54,33.14
236.24,2013.01,4.28,177.88,6.54,24.96,121.54,50.56
243.7,2012.84,30.69,1599.65,2.75,24.96,121.53,35.47
280.91,2013.33,21.54,23.38,10.0,24.99,121.56,63.38
414.0,2013.18,20.08,23.38,10.0,24.97,121.55,49.46
162.41,2013.19,26.67,598.01,4.81,24.96,121.51,59.03
4.55,2013.23,19.31,23.38,7.73,24.98,121.56,53.9
120.24,2012.83,27.28,23.38,8.66,24.98,121.55,58.11
117.92,2012.88,1.75,161.16,4.46,24.96,121.53,35.4
119.55,2013.08,20.1,176.52,5.24,24.97,121.54,44.19
87.03,2012.96,11.72,3075.56,3.8,24.96,121.5,33.02
235.98,2013.25,36.32,321.57,3.02,24.98,121.54,35.88
344.43,2013.58,30.98,1493.23,6.24,24.98,121.52,57.77
24.67,2013.14,19.8,1672.5,0.0,24.97,121.53,15.13
281.72,2013.24,27.91,43.38,3.58,24.98,121.55,50.06
178.18,2012.67,37.2,23.38,10.0,24.99,121.55,42.62
306.67,2012.81,11.22,2678.97,1.14,24.96,121.51,28.03
325.07,2012.67,17.59,23.38,9.38,24.99,121.54,50.94
232.77,2013.47,27.1,1174.78,3.19,24.97,121.53,30.45
313.48,2013.38,11.99,23.38,4.65,24.99,121.57,38.01
262.03,2013.48,12.29,2450.36,3.93,24.95,121.52,16.85
414.0,2013.18,18.29,23.38,3.46,24.97,121.55,43.5
257.03,2013.08,12.84,23.38,8.19,24.96,121.57,52.64
324.26,2013.08,14.68,1656.39,3.64,24.96,121.53,30.23
187.71,2013.58,22.96,1853.98,1.18,24.98,121.52,27.05
63.6,2013.4,35.82,1620.69,4.41,24.99,121.53,31.12
183.98,2013.23,31.95,382.66,4.53,24.98,121.54,38.42
171.5,2012.97,0.0,23.38,6.54,24.96,121.55,63.37
11.84,2012.92,17.18,1338.86,0.58,24.96,121.53,18.45
188.8,2013.1,43.77,2599.03,2.98,24.96,121.51,22.72
193.49,2012.93,32.23,23.38,6.91,24.97,121.55,38.27
135.95,2012.91,16.7,2398.53,3.37,24.97,121.5,23.34
165.43,2013.58,28.21,162.9,3.78,24.96,121.55,32.13
352.69,2013.33,11.93,704.36,4.84,24.97,121.52,40.69
281.55,2012.95,14.01,473.72,5.58,24.95,121.54,48.01
256.62,2012.73,18.54,1175.68,7.78,24.97,121.53,36.5
328.13,2013.58,14.1,2285.04,0.75,24.97,121.53,34.01
150.59,2013.43,28.74,1629.38,4.06,24.98,121.53,35.06
257.19,2013.12,35.22,23.38,10.0,25.0,121.56,69.89
153.98,2013.58,25.7,318.36,8.23,24.97,121.54,45.88
257.4,2012.88,24.22,961.92,6.53,24.96,121.54,27.61
269.86,2012.97,4.63,23.38,4.24,24.97,121.56,53.76
49.54,2012.67,26.05,98.88,2.71,24.96,121.54,31.35
277.76,2013.58,43.13,3963.7,0.0,24.95,121.5,21.21
156.23,2013.29,9.36,1317.47,4.92,24.95,121.53,28.02
152.09,2012.83,11.8,2220.34,0.0,24.96,121.51,46.97
272.93,2012.85,21.03,23.38,8.64,24.99,121.54,42.4
325.17,2013.08,20.16,1442.05,0.7,24.97,121.55,19.94
1.0,2013.47,30.46,23.38,3.55,24.97,121.54,39.16
1.0,2012.89,30.82,1099.08,3.55,24.97,121.54,20.36
414.0,2012.83,9.48,1373.2,2.01,24.97,121.53,36.69
294.08,2013.06,0.0,23.38,5.18,24.96,121.54,42.42
1.0,2013.01,29.53,1923.4,2.69,24.97,121.53,30.09
119.71,2013.06,21.2,2196.09,0.0,24.96,121.52,14.16
205.28,2012.67,35.27,23.38,8.07,24.97,121.55,24.89
243.11,2013.19,14.97,291.87,4.54,24.98,121.55,72.06
317.83,2013.35,24.25,3199.7,0.0,24.96,121.52,7.6
